e,r,r
1664,-57,-8
1665,-60,-11
1666,-75,-26
1667,-62,-13
1668,-19,-68
1669,-21,-70
1670,-89,-40
1671,-53,-4
1672,-10,-59
1673,-10,-59
1674,-21,-70
1675,-33,-82
1676,-25,-74
1677,-60,-11
1678,-28,-77
1679,-9,-58
1680,-21,-70
1681,-85,-36
1682,-79,-30
1683,-16,-65
1684,-6,-55
1685,-60,-11
1686,-13,-62
1687,-18,-67
1688,-31,-80
1689,-15,-64
1690,-67,-18
1691,-5,-54
1692,-21,-70
1693,-9,-58
1694,-81,-32
1695,-20,-69
1696,-75,-26
1697,-61,-12
1698,-28,-77
1699,-15,-64
1700,-30,-79
1701,-30,-79
1702,-8,-57
1703,-14,-63
1704,-30,-79
1705,-6,-55
1706,-24,-73
1707,-88,-88
1708,-58,-9
1709,-63,-14
1710,-11,-60
1711,-74,-25
1712,-97,-48
1713,-86,-37
1714,-11,-60
1715,-73,-24
1716,-24,-73
1717,-64,-15
1718,-18,-67
1719,-63,-14
1720,-57,-8
1721,-22,-71
1722,-23,-72
1723,-29,-78
1724,-94,-45
1725,-74,-25
1726,-85,-36
1727,-4,-53
1728,-37,-86
1729,-8,-57
1730,-40,-89
1731,-20,-69
1732,-7,-56
1733,-58,-9
1734,-8,-57
1735,-75,-26
1736,-60,-11
1737,-13,-62
1738,-46,-95
1739,-13,-62
1740,-56,-7
1741,-9,-58
1742,-7,-56
1743,-14,-63
1744,-22,-71
1745,-10,-59
1746,-71,-22
1747,-21,-70
1748,-40,-89
1749,-66,-115
1750,-17,-66
1751,-49,-98
1752,-6,-55
1753,-12,-61
1754,-70,-21
1755,-19,-68
1756,-5,-54
1757,-11,-60
1758,-72,-23
1759,-24,-73
1760,-65,-16
1761,-9,-58
1762,-8,-57
1763,-20,-69
1764,-6,-55
1765,-6,-55
1766,-67,-18
1767,-63,-14
1768,-21,-70
1769,-97,-48
1770,-18,-67
1771,-31,-80
1772,-34,-83
1773,-58,-9
1774,-39,-88
1775,-65,-114
1776,-53,-4
1777,-12,-61
1778,-33,-82
1779,-55,-6
1780,-4,-53
1781,-81,-32
1782,-40,-89
1783,-16,-65
1784,-21,-70
1785,-58,-9
1786,-84,-35
1787,-71,-22
1788,-9,-58
1789,-63,-14
1790,-5,-54
1791,-11,-60
1792,-99,-50
1793,-10,-59
1794,-40,-89
1795,-44,-93
1796,-75,-26
1797,-20,-69
1798,-113,-64
1799,-96,-47
1800,-7,-56
1801,-54,-54
1802,-30,-79
1803,-62,-13
1804,-12,-61
1805,-55,-6
1806,-4,-53
1807,-73,-24
1808,-16,-65
1809,-22,-71
1810,-39,-88
1811,-43,-92
1812,-62,-13
1813,-12,-61
1814,-18,-67
1815,-57,-8
1816,-39,-88
1817,-56,-7
1818,-79,-30
1819,-27,-76
1820,-4,-53
1821,-17,-66
1822,-18,-67
1823,-66,-17
1824,-75,-75
1825,-205,-7
1826,-12,-61
1827,-59,-10
1828,-63,-14
1829,-62,-13
1830,-23,-72
1831,-34,-83
1832,-11,-60
1833,-103,-54
1834,-4,-53
1835,-19,-68
1836,-53,-102
1837,-12,-61
1838,-15,-64
1839,-7,-56
1840,-74,-25
1841,-87,-87
1842,-19,-68
1843,-31,-80
1844,-87,-38
1845,-99,-50
1846,-33,-82
1847,-4,-53
1848,-34,-83
1849,-13,-62
1850,-23,-72
1851,-62,-13
1852,-70,-21
1853,-16,-65
1854,-12,-61
1855,-16,-65
1856,-90,-41
1857,-74,-25
1858,-10,-59
1859,-25,-74
1860,-61,-12
1861,-70,-21
1862,-84,-35
1863,-70,-21
1864,-17,-66
1865,-55,-6
1866,-65,-114
1867,-13,-62
1868,-26,-75
1869,-59,-10
1870,-4,-53
1871,-12,-61
1872,-67,-18
1873,-19,-68
1874,-7,-56
1875,-60,-11
1876,-11,-60
1877,-9,-58
1878,-68,-19
1879,-31,-80
1880,-64,-15
1881,-76,-27
1882,-20,-69
1883,-13,-62
1884,-59,-10
1885,-65,-16
1886,-10,-59
1887,-13,-62
1888,-76,-27
1889,-11,-60
1890,-75,-26
1891,-14,-63
1892,-72,-23
1893,-4,-53
1894,-19,-68
1895,-9,-58
1896,-117,-68
1897,-18,-67
1898,-16,-65
1899,-16,-65
1900,-60,-11
1901,-18,-67
1902,-81,-32
1903,-61,-12
1904,-9,-58
1905,-26,-75
1906,-24,-73
1907,-56,-7
1908,-4,-53
1909,-25,-74
1910,-26,-75
1911,-61,-12
1912,-14,-63
1913,-21,-70
1914,-7,-56
1915,-70,-21
1916,-32,-81
1917,-19,-68
1918,-20,-69
1919,-55,-6
1920,-57,-8
1921,-9,-58
1922,-96,-47
1923,-13,-62
1924,-29,-78
1925,-27,-76
1926,-68,-19
1927,-109,-60
1928,-16,-65
1929,-63,-14
1930,-36,-85
1931,-59,-10
1932,-30,-79
1933,-71,-22
1934,-14,-63
1935,-23,-72
1936,-27,-76
1937,-18,-67
1938,-35,-84
1939,-80,-31
1940,-7,-56
1941,-27,-76
1942,-18,-67
1943,-19,-68
1944,-14,-63
1945,-6,-55
1946,-81,-32
1947,-23,-72
1948,-10,-59
1949,-4,-53
1950,-102,-53
1951,-65,-16
1952,-120,-71
1953,-75,-75
1954,-24,-73
1955,-66,-17
1956,-12,-61
1957,-4,-53
1958,-22,-71
1959,-70,-21
1960,-23,-72
1961,-6,-55
1962,-63,-14
1963,-7,-56
1964,-76,-27
1965,-68,-19
1966,-87,-38
1967,-47,-96
1968,-21,-70
1969,-85,-36
1970,-15,-64
1971,-11,-60
1972,-7,-56
1973,-74,-25
1974,-12,-61
1975,-85,-36
1976,-7,-56
1977,-45,-94
1978,-71,-22
1979,-8,-57
1980,-19,-68
1981,-9,-58
1982,-60,-11
1983,-18,-67
1984,-15,-64
1985,-74,-25
1986,-14,-63
1987,-6,-55
1988,-65,-16
1989,-75,-26
1990,-62,-13
1991,-7,-56
1992,-34,-83
1993,-81,-32
1994,-33,-82
1995,-16,-65
1996,-109,-60
1997,-65,-16
1998,-26,-75
1999,-70,-21
2000,-15,-64
2001,-27,-76
2002,-67,-18
2003,-63,-112
2004,-70,-21
2005,-67,-18
2006,-89,-40
2007,-106,-57
2008,-19,-68
2009,-69,-20
2010,-70,-21
2011,-4,-53
2012,-9,-58
2013,-69,-20
2014,-45,-94
2015,-13,-62
2016,-87,-136
2017,-17,-66
2018,-73,-24
2019,-83,-34
2020,-57,-8
2021,-14,-63
2022,-43,-92
2023,-63,-14
2024,-24,-73
2025,-20,-69
2026,-23,-72
2027,-41,-90
2028,-58,-9
2029,-57,-8
2030,-15,-64
2031,-53,-102
2032,-54,-5
2033,-83,-34
2034,-22,-71
2035,-62,-111
2036,-61,-12
2037,-105,-56
2038,-60,-11
2039,-31,-80
2040,-63,-14
2041,-22,-71
2042,-76,-27
2043,-16,-65
2044,-12,-61
2045,-75,-26
2046,-8,-57
2047,-8,-57
2048,-75,-26
2049,-17,-66
2050,-5,-54
2051,-18,-67
2052,-63,-14
2053,-11,-60
2054,-5,-54
2055,-10,-59
2056,-55,-6
2057,-65,-16
2058,-6,-55
2059,-69,-20
2060,-18,-67
2061,-24,-73
2062,-19,-68
2063,-9,-58
2064,-5,-54
2065,-96,-47
2066,-64,-15
2067,-24,-73
2068,-75,-26
2069,-35,-84
2070,-57,-57
2071,-53,-4
2072,-60,-11
2073,-60,-11
2074,-17,-66
2075,-4,-53
2076,-6,-55
2077,-63,-14
2078,-75,-26
2079,-73,-24
2080,-27,-76
2081,-18,-67
2082,-8,-57
2083,-10,-59
2084,-6,-55
2085,-71,-22
2086,-39,-88
2087,-8,-57
2088,-10,-59
2089,-27,-76
2090,-84,-35
2091,-64,-15
2092,-81,-32
2093,-25,-74
2094,-66,-17
2095,-12,-61
2096,-58,-9
2097,-68,-19
2098,-34,-83
2099,-58,-9
2100,-10,-59
2101,-5,-54
2102,-64,-15
2103,-99,-50
2104,-7,-56
2105,-66,-17
2106,-4,-53
2107,-15,-64
2108,-56,-105
2109,-18,-67
2110,-70,-21
2111,-57,-8
2112,-74,-25
2113,-4,-53
2114,-12,-61
2115,-68,-19
2116,-57,-8
2117,-28,-77
2118,-66,-17
2119,-22,-71
2120,-5,-54
2121,-38,-87
2122,-80,-31
2123,-10,-59
2124,-34,-83
2125,-13,-62
2126,-95,-46
2127,-74,-25
2128,-11,-60
2129,-13,-62
2130,-15,-64
2131,-20,-69
2132,-27,-76
2133,-32,-81
2134,-71,-22
2135,-66,-17
2136,-35,-84
2137,-14,-63
2138,-57,-8
2139,-55,-55
2140,-65,-16
2141,-46,-95
2142,-18,-67
2143,-75,-26
2144,-5,-54
2145,-70,-21
2146,-23,-72
2147,-11,-60
2148,-18,-67
2149,-5,-54
2150,-68,-19
2151,-69,-20
2152,-68,-19
2153,-18,-67
2154,-56,-7
2155,-22,-71
2156,-22,-71
2157,-9,-58
2158,-77,-28
2159,-15,-64
2160,-15,-64
2161,-18,-67
2162,-39,-88
2163,-4,-53
2164,-79,-30
2165,-21,-70
2166,-56,-7
2167,-77,-28
2168,-31,-80
2169,-14,-63
2170,-23,-72
2171,-64,-15
2172,-92,-43
2173,-59,-10
2174,-20,-69
2175,-65,-16
2176,-47,-96
2177,-10,-59
2178,-55,-6
2179,-79,-30
2180,-18,-67
2181,-56,-7
2182,-73,-24
2183,-14,-63
2184,-81,-32
2185,-11,-60
2186,-10,-59
2187,-15,-64
2188,-25,-74
2189,-25,-74
2190,-64,-15
2191,-10,-59
2192,-84,-133
2193,-65,-16
2194,-73,-24
2195,-7,-56
2196,-57,-8
2197,-17,-66
2198,-20,-69
2199,-18,-67
2200,-13,-62
2201,-16,-65
2202,-12,-61
2203,-14,-63
2204,-19,-68
2205,-63,-14
2206,-66,-17
2207,-11,-60
2208,-5,-54
2209,-56,-7
2210,-71,-22
2211,-7,-56
2212,-67,-18
2213,-10,-59
2214,-89,-89
2215,-10,-59
2216,-13,-62
2217,-18,-67
2218,-7,-56
2219,-74,-25
2220,-70,-21
2221,-38,-87
2222,-8,-57
2223,-61,-12
2224,-25,-74
2225,-46,-95
2226,-69,-20
2227,-78,-29
2228,-17,-66
2229,-62,-13
2230,-68,-19
2231,-5,-54
2232,-61,-110
2233,-16,-65
2234,-65,-16
2235,-9,-58
2236,-9,-58
2237,-74,-25
2238,-81,-32
2239,-52,-101
2240,-11,-60
2241,-70,-21
2242,-68,-19
2243,-58,-9
2244,-91,-42
2245,-99,-50
2246,-78,-29
2247,-65,-16
2248,-27,-76
2249,-72,-23
2250,-14,-63
2251,-27,-76
2252,-10,-59
2253,-11,-60
2254,-20,-69
2255,-87,-38
2256,-17,-66
2257,-61,-12
2258,-63,-14
2259,-55,-6
2260,-7,-56
2261,-75,-26
2262,-59,-10
2263,-14,-63
2264,-15,-64
2265,-4,-53
2266,-62,-13
2267,-25,-74
2268,-83,-34
2269,-19,-68
2270,-10,-59
2271,-5,-54
2272,-61,-12
2273,-60,-11
2274,-80,-31
2275,-80,-31
2276,-14,-63
2277,-58,-9
2278,-67,-18
2279,-7,-56
2280,-7,-56
2281,-4,-53
2282,-73,-24
2283,-14,-63
2284,-62,-13
2285,-57,-8
2286,-29,-78
2287,-9,-58
2288,-28,-77
2289,-24,-73
2290,-4,-53
2291,-5,-54
2292,-28,-77
2293,-93,-44
2294,-21,-70
2295,-86,-86
2296,-53,-102
2297,-22,-71
2298,-31,-80
2299,-60,-11
2300,-62,-13
2301,-34,-83
2302,-22,-71
2303,-63,-14
2304,-69,-20
2305,-15,-64
2306,-19,-68
2307,-22,-71
2308,-18,-67
2309,-24,-73
2310,-62,-13
2311,-74,-25
2312,-68,-19
2313,-37,-86
2314,-60,-11
2315,-67,-18
2316,-11,-60
2317,-12,-61
2318,-75,-26
2319,-87,-38
2320,-54,-5
2321,-39,-88
2322,-24,-73
2323,-67,-18
2324,-58,-9
2325,-55,-6
2326,-15,-64
2327,-7,-56
2328,-6,-55
2329,-66,-115
2330,-12,-61
2331,-7,-56
2332,-16,-65
2333,-5,-54
2334,-65,-65
2335,-20,-69
2336,-83,-34
2337,-37,-86
2338,-84,-35
2339,-13,-62
2340,-36,-85
2341,-69,-20
2342,-18,-67
2343,-9,-58
2344,-9,-58
2345,-42,-91
2346,-9,-58
2347,-18,-67
2348,-57,-8
2349,-72,-23
2350,-65,-16
2351,-9,-58
2352,-57,-106
2353,-21,-70
2354,-74,-25
2355,-16,-65
2356,-21,-70
2357,-61,-12
2358,-29,-78
2359,-32,-81
2360,-20,-69
2361,-37,-86
2362,-23,-72
2363,-13,-62
2364,-56,-105
2365,-61,-12
2366,-38,-87
2367,-61,-12
2368,-65,-16
2369,-43,-92
2370,-13,-62
2371,-18,-67
2372,-12,-61
2373,-70,-21
2374,-64,-15
2375,-62,-13
2376,-66,-66
2377,-21,-70
2378,-75,-26
2379,-27,-76
2380,-22,-71
2381,-42,-91
2382,-19,-68
2383,-79,-30
2384,-16,-65
2385,-23,-72
2386,-8,-57
2387,-75,-124
2388,-6,-55
2389,-77,-28
2390,-59,-10
2391,-8,-57
2392,-61,-12
2393,-19,-68
2394,-75,-26
2395,-11,-60
2396,-36,-85
2397,-23,-72
2398,-89,-138
2399,-75,-26
2400,-111,-160
2401,-58,-9
2402,-58,-9
2403,-18,-67
2404,-33,-82
2405,-58,-9
2406,-4,-53
2407,-9,-58
2408,-58,-9
2409,-55,-6
2410,-19,-68
2411,-22,-71
2412,-19,-68
2413,-21,-70
2414,-15,-64
2415,-48,-97
2416,-28,-77
2417,-64,-15
2418,-10,-59
2419,-54,-5
2420,-59,-10
2421,-59,-10
2422,-75,-26
2423,-17,-66
2424,-9,-58
2425,-66,-17
2426,-97,-48
2427,-60,-11
2428,-18,-67
2429,-11,-60
2430,-61,-12
2431,-21,-70
2432,-8,-57
2433,-5,-54
2434,-28,-77
2435,-6,-55
2436,-47,-96
2437,-9,-58
2438,-31,-80
2439,-7,-56
2440,-56,-7
2441,-27,-76
2442,-108,-59
2443,-63,-112
2444,-63,-14
2445,-67,-18
2446,-121,-72
2447,-55,-6
2448,-77,-28
2449,-15,-64
2450,-8,-57
2451,-18,-67
2452,-11,-60
2453,-5,-54
2454,-82,-33
2455,-63,-112
2456,-12,-61
2457,-16,-65
2458,-6,-55
2459,-18,-67
2460,-69,-20
2461,-57,-8
2462,-10,-59
2463,-18,-67
2464,-23,-72
2465,-22,-71
2466,-87,-38
2467,-66,-115
2468,-87,-38
2469,-13,-62
2470,-21,-70
2471,-64,-15
2472,-68,-19
2473,-70,-21
2474,-22,-71
2475,-73,-24
2476,-23,-72
2477,-8,-57
2478,-65,-16
2479,-75,-26
2480,-25,-74
2481,-18,-67
2482,-12,-61
2483,-59,-10
2484,-14,-63
2485,-7,-56
2486,-62,-13
2487,-13,-62
2488,-8,-57
2489,-65,-16
2490,-20,-69
2491,-83,-34
2492,-113,-64
2493,-13,-62
2494,-54,-5
2495,-6,-55
2496,-37,-86
2497,-50,-99
2498,-26,-75
2499,-43,-92
2500,-85,-36
2501,-18,-67
2502,-60,-11
2503,-67,-67
2504,-21,-70
2505,-63,-14
2506,-24,-73
2507,-55,-6
2508,-75,-75
2509,-17,-66
2510,-64,-15
2511,-26,-75
2512,-72,-23
2513,-91,-42
2514,-60,-11
2515,-16,-65
2516,-60,-11
2517,-4,-53
2518,-21,-70
2519,-16,-65
2520,-15,-64
2521,-58,-9
2522,-18,-67
2523,-22,-71
2524,-8,-57
2525,-37,-86
2526,-61,-61
2527,-53,-4
2528,-97,-48
2529,-58,-9
2530,-10,-59
2531,-6,-55
2532,-4,-53
2533,-18,-67
2534,-59,-10
2535,-18,-67
2536,-34,-83
2537,-70,-21
2538,-32,-81
2539,-17,-66
2540,-70,-21
2541,-55,-6
2542,-15,-64
2543,-89,-40
2544,-70,-21
2545,-5,-54
2546,-72,-23
2547,-16,-65
2548,-15,-64
2549,-41,-90
2550,-56,-7
2551,-54,-5
2552,-23,-72
2553,-29,-78
2554,-12,-61
2555,-64,-64
2556,-82,-33
2557,-17,-66
2558,-60,-11
2559,-55,-6
2560,-15,-64
2561,-39,-88
2562,-64,-15
2563,-66,-17
2564,-8,-57
2565,-8,-57
2566,-5,-54
2567,-64,-15
2568,-7,-56
2569,-30,-79
2570,-27,-76
2571,-22,-71
2572,-65,-16
2573,-59,-10
2574,-31,-80
2575,-25,-74
2576,-16,-65
2577,-62,-13
2578,-61,-12
2579,-74,-25
2580,-12,-61
2581,-57,-8
2582,-23,-72
2583,-62,-13
2584,-27,-76
2585,-74,-25
2586,-60,-60
2587,-59,-10
2588,-53,-102
2589,-14,-63
2590,-6,-55
2591,-70,-21
2592,-111,-62
2593,-53,-4
2594,-56,-7
2595,-8,-57
2596,-22,-71
2597,-5,-54
2598,-4,-53
2599,-70,-21
2600,-18,-67
2601,-34,-83
2602,-65,-16
2603,-8,-57
2604,-17,-66
2605,-84,-35
2606,-9,-58
2607,-21,-70
2608,-61,-12
2609,-61,-12
2610,-60,-109
2611,-18,-67
2612,-62,-111
2613,-58,-9
2614,-15,-64
2615,-8,-57
2616,-81,-81
2617,-5,-54
2618,-6,-55
2619,-20,-69
2620,-59,-10
2621,-9,-58
2622,-8,-57
2623,-61,-12
2624,-63,-14
2625,-23,-72
2626,-21,-70
2627,-7,-56
2628,-7,-56
2629,-76,-27
2630,-46,-95
2631,-58,-9
2632,-6,-55
2633,-15,-64
2634,-67,-18
2635,-8,-57
2636,-32,-81
2637,-11,-60
2638,-65,-16
2639,-82,-33
2640,-70,-21
2641,-65,-16
2642,-13,-62
2643,-23,-72
2644,-20,-69
2645,-37,-86
2646,-12,-61
2647,-68,-19
2648,-27,-76
2649,-95,-46
2650,-74,-25
2651,-7,-56
2652,-64,-15
2653,-33,-82
2654,-66,-17
2655,-20,-69
2656,-84,-35
2657,-10,-59
2658,-13,-62
2659,-83,-34
2660,-25,-74
2661,-30,-79
2662,-25,-74
2663,-18,-67
2664,-112,-63
2665,-4,-53
2666,-68,-19
2667,-33,-82
2668,-31,-80
2669,-8,-57
2670,-30,-79
2671,-7,-56
2672,-22,-71
2673,-5,-54
2674,-32,-81
2675,-10,-59
2676,-35,-84
2677,-32,-81
2678,-17,-66
2679,-15,-64
2680,-28,-77
2681,-23,-72
2682,-86,-37
2683,-65,-16
2684,-7,-56
2685,-82,-33
2686,-31,-80
2687,-8,-57
2688,-19,-68
2689,-106,-57
2690,-89,-40
2691,-15,-64
2692,-7,-56
2693,-15,-64
2694,-11,-60
2695,-57,-8
2696,-21,-70
2697,-10,-59
2698,-15,-64
2699,-79,-30
2700,-54,-5
2701,-94,-45
2702,-89,-40
2703,-55,-6
2704,-53,-4
2705,-20,-69
2706,-30,-79
2707,-27,-76
2708,-17,-66
2709,-64,-15
2710,-61,-12
2711,-7,-56
2712,-23,-72
2713,-74,-25
2714,-14,-63
2715,-56,-7
2716,-108,-59
2717,-71,-22
2718,-5,-54
2719,-9,-58
2720,-24,-73
2721,-6,-55
2722,-7,-56
2723,-17,-66
2724,-74,-25
2725,-71,-22
2726,-8,-57
2727,-24,-73
2728,-73,-24
2729,-76,-27
2730,-17,-66
2731,-8,-57
2732,-91,-140
2733,-62,-13
2734,-25,-74
2735,-4,-53
2736,-20,-69
2737,-88,-88
2738,-12,-61
2739,-9,-58
2740,-64,-15
2741,-66,-17
2742,-28,-77
2743,-23,-72
2744,-65,-65
2745,-25,-74
2746,-7,-56
2747,-12,-61
2748,-11,-60
2749,-66,-17
2750,-23,-72
2751,-19,-68
2752,-14,-63
2753,-20,-69
2754,-12,-61
2755,-101,-52
2756,-10,-59
2757,-73,-24
2758,-61,-12
2759,-16,-65
2760,-87,-38
2761,-7,-56
2762,-10,-59
2763,-7,-56
2764,-28,-77
2765,-4,-53
2766,-61,-12
2767,-69,-20
2768,-23,-72
2769,-15,-64
2770,-11,-60
2771,-20,-69
2772,-12,-61
2773,-13,-62
2774,-12,-61
2775,-95,-46
2776,-19,-68
2777,-15,-64
2778,-9,-58
2779,-6,-55
2780,-9,-58
2781,-68,-19
2782,-21,-70
2783,-79,-30
2784,-8,-57
2785,-9,-58
2786,-55,-6
2787,-8,-57
2788,-26,-75
2789,-5,-54
2790,-60,-11
2791,-8,-57
2792,-21,-70
2793,-15,-64
2794,-57,-8
2795,-8,-57
2796,-24,-73
2797,-6,-55
2798,-24,-73
2799,-70,-21
2800,-18,-67
2801,-74,-25
2802,-74,-25
2803,-6,-55
2804,-71,-22
2805,-55,-6
2806,-8,-57
2807,-55,-6
2808,-27,-76
2809,-11,-60
2810,-85,-36
2811,-22,-71
2812,-20,-69
2813,-12,-61
2814,-77,-28
2815,-19,-68
2816,-12,-61
2817,-59,-10
2818,-34,-83
2819,-18,-67
2820,-62,-13
2821,-56,-7
2822,-19,-68
2823,-56,-7
2824,-64,-15
2825,-12,-61
2826,-81,-32
2827,-74,-25
2828,-38,-87
2829,-68,-19
2830,-14,-63
2831,-13,-62
2832,-64,-15
2833,-21,-70
2834,-61,-12
2835,-66,-17
2836,-10,-59
2837,-22,-71
2838,-55,-6
2839,-18,-67
2840,-60,-11
2841,-6,-55
2842,-72,-23
2843,-10,-59
2844,-60,-11
2845,-19,-68
2846,-15,-64
2847,-35,-84
2848,-9,-58
2849,-32,-81
2850,-16,-65
2851,-12,-61
2852,-36,-85
2853,-6,-55
2854,-87,-38
2855,-22,-71
2856,-56,-7
2857,-88,-39
2858,-87,-38
2859,-84,-35
2860,-10,-59
2861,-33,-82
2862,-60,-60
2863,-66,-17
2864,-14,-63
2865,-65,-16
2866,-27,-76
2867,-24,-73
2868,-77,-28
2869,-68,-19
2870,-21,-70
2871,-63,-14
2872,-16,-65
2873,-9,-58
2874,-14,-63
2875,-20,-69
2876,-103,-54
2877,-70,-21
2878,-7,-56
2879,-84,-35
2880,-59,-108
2881,-44,-93
2882,-20,-69
2883,-82,-33
2884,-5,-54
2885,-89,-40
2886,-30,-79
2887,-58,-9
2888,-71,-22
2889,-11,-60
2890,-88,-39
2891,-54,-5
2892,-11,-60
2893,-34,-83
2894,-4,-53
2895,-6,-55
2896,-4,-53
2897,-11,-60
2898,-60,-11
2899,-11,-60
2900,-67,-67
2901,-17,-66
2902,-24,-73
2903,-14,-63
2904,-26,-75
2905,-14,-63
2906,-8,-57
2907,-57,-8
2908,-10,-59
2909,-73,-24
2910,-42,-91
2911,-22,-71
2912,-99,-50
2913,-29,-78
2914,-55,-6
2915,-57,-8
2916,-9,-58
2917,-76,-27
2918,-4,-53
2919,-58,-9
2920,-85,-36
2921,-95,-46
2922,-29,-78
2923,-46,-95
2924,-69,-20
2925,-62,-13
2926,-58,-9
2927,-19,-68
2928,-44,-93
2929,-21,-70
2930,-62,-13
2931,-7,-56
2932,-7,-56
2933,-60,-11
2934,-65,-16
2935,-75,-26
2936,-11,-60
2937,-4,-53
2938,-58,-9
2939,-33,-82
2940,-90,-41
2941,-11,-60
2942,-84,-35
2943,-7,-56
2944,-10,-59
2945,-13,-62
2946,-4,-53
2947,-55,-6
2948,-69,-20
2949,-6,-55
2950,-29,-78
2951,-26,-75
2952,-22,-71
2953,-71,-22
2954,-52,-101
2955,-36,-85
2956,-69,-20
2957,-9,-58
2958,-6,-55
2959,-4,-53
2960,-18,-67
2961,-25,-74
2962,-5,-54
2963,-17,-66
2964,-74,-25
2965,-55,-6
2966,-84,-35
2967,-74,-25
2968,-55,-104
2969,-23,-72
2970,-4,-53
2971,-8,-57
2972,-6,-55
2973,-71,-22
2974,-9,-58
2975,-17,-66
2976,-16,-65
2977,-12,-61
2978,-29,-78
2979,-94,-45
2980,-72,-23
2981,-29,-78
2982,-84,-35
2983,-59,-10
2984,-7,-56
2985,-57,-8
2986,-58,-9
2987,-13,-62
2988,-19,-68
2989,-68,-68
2990,-10,-59
2991,-5,-54
2992,-16,-65
2993,-75,-26
2994,-10,-59
2995,-80,-31
2996,-15,-64
2997,-63,-14
2998,-34,-83
2999,-29,-78
3000,-14,-63
3001,-36,-85
3002,-53,-102
3003,-16,-65
3004,-7,-56
3005,-12,-61
3006,-85,-36
3007,-17,-66
3008,-91,-42
3009,-56,-7
3010,-42,-91
3011,-8,-57
3012,-18,-67
3013,-73,-24
3014,-11,-60
3015,-4,-53
3016,-74,-25
3017,-6,-55
3018,-25,-74
3019,-93,-142
3020,-66,-66
3021,-64,-15
3022,-19,-68
3023,-69,-20
3024,-10,-59
3025,-11,-60
3026,-70,-21
3027,-8,-57
3028,-14,-63
3029,-17,-66
3030,-7,-56
3031,-7,-56
3032,-28,-77
3033,-54,-5
3034,-11,-60
3035,-22,-71
3036,-62,-111
3037,-92,-43
3038,-59,-10
3039,-9,-58
3040,-36,-85
3041,-56,-7
3042,-5,-54
3043,-65,-16
3044,-4,-53
3045,-20,-69
3046,-68,-19
3047,-80,-31
3048,-10,-59
3049,-16,-65
3050,-69,-20
3051,-83,-34
3052,-29,-78
3053,-60,-11
3054,-4,-53
3055,-31,-80
3056,-79,-30
3057,-101,-52
3058,-72,-23
3059,-20,-69
3060,-33,-82
3061,-20,-69
3062,-58,-9
3063,-32,-81
3064,-29,-78
3065,-75,-26
3066,-63,-14
3067,-8,-57
3068,-30,-79
3069,-13,-62
3070,-18,-67
3071,-68,-19
3072,-7,-56
3073,-62,-13
3074,-6,-55
3075,-4,-53
3076,-30,-79
3077,-8,-57
3078,-77,-28
3079,-18,-67
3080,-15,-64
3081,-33,-82
3082,-16,-65
3083,-72,-23
3084,-14,-63
3085,-75,-124
3086,-70,-21
3087,-26,-75
3088,-11,-60
3089,-11,-60
3090,-38,-87
3091,-6,-55
3092,-11,-60
3093,-36,-85
3094,-82,-33
3095,-11,-60
3096,-86,-37
3097,-31,-80
3098,-12,-61
3099,-118,-69
3100,-15,-64
3101,-28,-77
3102,-8,-57
3103,-6,-55
3104,-6,-55
3105,-22,-71
3106,-5,-54
3107,-6,-55
3108,-74,-25
3109,-86,-37
3110,-115,-66
3111,-19,-68
3112,-31,-80
3113,-19,-68
3114,-6,-55
3115,-74,-25
3116,-52,-101
3117,-75,-26
3118,-68,-19
3119,-13,-62
3120,-68,-117
3121,-7,-56
3122,-66,-17
3123,-40,-89
3124,-61,-12
3125,-22,-71
3126,-61,-12
3127,-59,-10
3128,-64,-15
3129,-14,-63
3130,-70,-119
3131,-66,-17
3132,-11,-60
3133,-58,-9
3134,-56,-105
3135,-22,-71
3136,-36,-85
3137,-48,-97
3138,-29,-78
3139,-91,-42
3140,-56,-7
3141,-25,-74
3142,-12,-61
3143,-60,-11
3144,-57,-8
3145,-56,-7
3146,-13,-62
3147,-36,-85
3148,-16,-65
3149,-6,-55
3150,-19,-68
3151,-60,-11
3152,-18,-67
3153,-56,-7
3154,-46,-95
3155,-16,-65
3156,-5,-54
3157,-81,-32
3158,-14,-63
3159,-25,-74
3160,-67,-116
3161,-27,-76
3162,-98,-49
3163,-36,-85
3164,-62,-13
3165,-16,-65
3166,-25,-74
3167,-87,-38
3168,-25,-74
3169,-18,-67
3170,-67,-18
3171,-18,-67
3172,-72,-23
3173,-11,-60
3174,-56,-105
3175,-7,-56
3176,-25,-74
3177,-85,-36
3178,-60,-11
3179,-45,-94
3180,-23,-72
3181,-59,-10
3182,-21,-70
3183,-28,-77
3184,-69,-20
3185,-54,-5
3186,-68,-19
3187,-11,-60
3188,-12,-61
3189,-45,-94
3190,-9,-58
3191,-93,-44
3192,-87,-38
3193,-10,-59
3194,-5,-54
3195,-35,-84
3196,-7,-56
3197,-79,-30
3198,-60,-11
3199,-55,-6
3200,-73,-24
3201,-7,-56
3202,-30,-79
3203,-59,-10
3204,-60,-11
3205,-81,-32
3206,-17,-66
3207,-7,-56
3208,-9,-58
3209,-60,-11
3210,-123,-74
3211,-82,-33
3212,-82,-33
3213,-37,-86
3214,-20,-69
3215,-6,-55
3216,-14,-63
3217,-75,-26
