e,r,r
105461,31,33
105462,-57,-8
105463,29,29
105464,-67,-18
105465,-6,-55
105466,-9,-58
105467,-10,-59
105468,-65,-16
105469,-63,-14
105470,30,33
105471,-7,-56
105472,-8,-57
105473,-4,-53
105474,31,31
105475,-65,-16
105476,21,32
105477,29,33
105478,32,28
105479,-60,-11
105480,32,29
105481,31,33
105482,-5,-54
105483,31,26
105484,32,32
105485,27,32
105486,-5,-54
105487,32,33
105488,27,26
105489,-57,-8
105490,33,30
105491,28,31
105492,25,33
105493,-5,-54
105494,-63,-14
105495,33,28
105496,31,31
105497,-61,-12
105498,27,28
105499,-9,-58
105500,28,29
105501,-61,-12
105502,29,27
105503,-61,-12
105504,31,31
105505,28,31
105506,32,24
105507,-66,-17
105508,28,33
105509,-16,-65
105510,-16,-65
105511,32,33
105512,-4,-53
105513,-5,-54
105514,31,25
105515,28,33
105516,-59,-10
105517,28,29
105518,-63,-14
105519,-9,-58
105520,30,28
105521,33,31
105522,-61,-12
105523,-60,-11
105524,-9,-58
105525,33,33
105526,33,26
105527,31,29
105528,31,29
105529,31,28
105530,32,26
105531,-59,-10
105532,33,28
105533,-62,-13
105534,31,31
105535,28,31
105536,-61,-12
105537,31,33
105538,-7,-56
105539,30,29
105540,-7,-56
105541,29,30
105542,30,33
105543,27,31
105544,32,33
105545,33,24
105546,27,33
105547,-66,-17
105548,-7,-56
105549,-60,-11
105550,27,29
105551,-6,-55
105552,33,29
105553,31,31
105554,-7,-56
105555,-4,-53
105556,-4,-53
105557,-58,-9
105558,25,31
105559,31,29
105560,23,33
105561,26,31
105562,-64,-15
105563,30,30
105564,-11,-60
105565,-61,-12
105566,29,31
105567,28,29
105568,33,28
105569,-7,-56
105570,31,30
105571,32,31
105572,-5,-54
105573,26,30
105574,33,29
105575,27,30
105576,31,32
105577,-67,-18
105578,-66,-17
105579,-57,-8
105580,-69,31
105581,30,31
105582,28,32
105583,-58,-9
105584,26,29
105585,30,31
105586,26,32
105587,-62,-13
105588,-68,-19
105589,30,27
105590,-5,-54
105591,-7,-56
105592,31,33
105593,-5,-54
105594,29,31
105595,31,31
105596,30,33
105597,-7,-56
105598,-67,-18
105599,-63,-14
105600,33,33
105601,-58,-9
105602,-64,-15
105603,-63,-14
105604,-4,-53
105605,-63,-14
105606,-58,-9
105607,-5,-54
105608,31,22
105609,31,23
105610,-62,-13
105611,-58,-9
105612,-62,-13
105613,29,33
105614,33,29
105615,24,30
105616,29,27
105617,-60,-11
105618,-54,-5
105619,-66,-17
105620,-60,-60
105621,31,28
105622,-64,-15
105623,-61,-12
105624,-61,-12
105625,33,27
105626,-60,-11
105627,33,33
105628,30,29
105629,27,31
105630,32,30
105631,-60,-11
105632,33,33
105633,31,32
105634,-6,-55
105635,-12,-61
105636,-5,-54
105637,33,30
105638,-66,-17
105639,31,29
105640,-11,-60
105641,32,30
105642,26,31
105643,-63,-14
105644,-59,-10
105645,-68,-19
105646,-61,-12
105647,32,32
105648,-59,-10
105649,-5,-54
105650,22,28
105651,32,29
105652,31,31
105653,-6,-55
105654,-59,-10
105655,-63,-14
105656,31,27
105657,-65,-16
105658,31,30
105659,29,32
105660,-78,27
105661,24,33
105662,31,33
105663,-61,-12
105664,-61,-12
105665,-57,-8
105666,32,27
105667,-9,-58
105668,32,30
105669,-71,29
105670,27,29
105671,29,33
105672,30,31
105673,-9,-58
105674,-13,-62
105675,-59,-10
105676,31,29
105677,31,31
105678,-60,-11
105679,32,29
105680,-57,-8
105681,32,33
105682,32,30
105683,-7,-56
105684,30,33
105685,-59,-10
105686,-4,-53
105687,-59,-10
105688,32,27
105689,-65,-16
105690,30,31
105691,30,32
105692,31,29
105693,-57,-8
105694,28,27
105695,-63,-14
105696,-8,-57
105697,32,29
105698,-6,-55
105699,31,28
105700,31,29
105701,30,31
105702,29,31
105703,31,29
105704,-57,-8
105705,31,26
105706,29,29
105707,27,29
105708,-9,-58
105709,-65,-16
105710,33,26
105711,25,29
105712,28,31
105713,27,29
105714,31,30
105715,33,26
105716,27,31
105717,30,27
105718,-65,-16
105719,33,27
105720,29,31
105721,31,27
105722,-63,-14
105723,30,27
105724,-62,-13
105725,-63,-14
105726,27,33
105727,30,29
105728,-57,-8
105729,-65,-16
105730,-68,-19
105731,-63,-14
105732,31,33
105733,-62,-13
105734,-66,-17
105735,27,29
105736,-63,-14
105737,-6,-55
105738,21,29
105739,28,32
105740,-59,-10
105741,25,29
105742,31,29
105743,-6,-55
105744,-63,-14
105745,-60,-11
105746,28,28
105747,33,32
105748,-63,-14
105749,29,33
105750,32,25
105751,29,27
105752,29,31
105753,29,27
105754,30,29
105755,-60,-11
105756,33,25
105757,32,31
105758,-9,-58
105759,-60,-11
105760,-61,-12
105761,32,32
105762,-63,-14
105763,-6,-55
105764,27,31
105765,31,27
105766,31,30
105767,-62,-13
105768,-8,-57
105769,-62,-13
105770,30,29
105771,-5,-54
105772,28,30
105773,27,29
105774,30,28
105775,-9,-58
105776,30,30
105777,-62,-13
105778,25,27
105779,33,31
105780,33,33
105781,33,33
105782,-60,-11
105783,28,33
105784,31,32
105785,29,31
105786,-60,-11
105787,31,33
105788,31,33
105789,29,29
105790,-10,-59
105791,31,31
105792,-4,-53
105793,-62,-13
105794,32,31
105795,-6,-55
105796,28,33
105797,32,27
105798,-64,-15
105799,27,33
105800,33,33
105801,26,31
105802,32,29
105803,-63,-14
105804,-59,-10
105805,-4,-53
105806,-9,-58
105807,-60,-11
105808,-61,-12
105809,32,32
105810,30,29
105811,-5,-54
105812,31,28
105813,-60,-11
105814,-60,-11
105815,-59,-10
105816,26,24
105817,-64,-15
105818,30,32
105819,-11,-60
105820,-4,-53
105821,-9,-58
105822,-11,-60
105823,-60,-11
105824,29,31
105825,-64,-15
105826,25,33
105827,29,31
105828,26,29
105829,-68,-19
105830,31,33
105831,-61,-12
105832,30,33
105833,33,30
105834,31,33
105835,32,32
105836,24,32
105837,-64,-15
105838,-4,-53
105839,-60,-11
105840,-61,-12
105841,33,33
105842,32,31
105843,-4,-53
105844,23,30
105845,29,29
105846,-61,-12
105847,26,32
105848,27,30
105849,29,30
105850,32,27
105851,-8,-57
105852,30,27
105853,32,30
105854,29,28
105855,-65,-16
105856,-58,-9
105857,29,31
105858,-63,-14
105859,-7,-56
105860,29,31
105861,31,29
105862,28,30
105863,28,29
105864,-9,-58
105865,28,33
105866,-62,-13
105867,-64,-15
105868,32,33
105869,32,30
105870,-65,-16
105871,-14,-63
105872,-69,32
105873,29,31
105874,25,26
105875,-60,-11
105876,33,33
105877,33,23
105878,-67,-18
105879,30,33
105880,-6,-55
105881,26,25
105882,-10,-59
105883,-65,-16
105884,31,29
105885,-67,-18
105886,-58,-9
105887,31,28
105888,33,30
105889,22,32
105890,31,32
105891,27,32
105892,-6,-55
105893,-68,-19
105894,33,29
105895,-9,-58
105896,31,31
105897,-58,-9
105898,32,28
105899,30,29
105900,30,25
105901,31,32
105902,29,31
105903,-63,-14
105904,30,31
105905,25,29
105906,-9,-58
105907,-60,-11
105908,-66,-17
105909,-6,-55
105910,-9,-58
105911,29,31
105912,-62,-13
105913,29,31
105914,-61,-12
105915,30,31
105916,25,23
105917,-4,-53
105918,27,30
105919,-5,-54
105920,-63,-14
105921,33,30
105922,-14,-63
105923,25,26
105924,-66,-17
105925,33,-70
105926,31,31
105927,32,20
105928,31,29
105929,32,28
105930,-69,31
105931,-7,-56
105932,27,29
105933,33,29
105934,-67,-18
105935,31,16
105936,-15,-64
105937,32,29
105938,32,26
105939,-61,-12
105940,31,25
105941,-4,-53
105942,31,25
105943,29,26
105944,24,23
105945,-63,-14
105946,-12,-61
105947,-11,-60
105948,-63,-14
105949,32,29
105950,28,26
105951,30,30
105952,31,30
105953,29,23
105954,-62,-13
105955,29,27
105956,32,24
105957,29,15
105958,-4,-53
105959,31,27
105960,31,24
105961,-63,-14
105962,28,29
105963,32,-72
105964,-9,-58
105965,31,29
105966,28,27
105967,27,31
105968,29,31
105969,-66,-17
105970,33,30
105971,31,24
105972,-64,-15
105973,-65,-16
105974,-66,-17
105975,28,27
105976,29,28
105977,26,31
105978,31,33
105979,31,27
105980,28,30
105981,-60,-11
105982,-68,33
105983,-61,-12
105984,33,20
105985,30,29
105986,-61,-12
105987,32,11
105988,28,30
105989,-58,-9
105990,-64,-15
105991,29,29
105992,32,10
105993,29,28
105994,28,14
105995,31,32
105996,30,29
105997,-11,-60
105998,-63,-14
105999,-6,-55
106000,28,22
106001,32,33
106002,-16,-65
106003,29,23
106004,-62,-13
106005,33,23
106006,-63,-14
106007,24,25
106008,32,28
106009,33,28
106010,-11,-60
106011,28,23
106012,33,6
106013,28,24
106014,-14,-63
106015,26,26
106016,30,27
106017,30,27
106018,-64,-15
106019,30,30
106020,26,17
106021,-63,-14
106022,-60,-11
106023,-59,-10
106024,29,29
106025,29,22
106026,32,-9
106027,-61,-12
106028,-66,-17
106029,28,31
106030,-65,-16
106031,31,33
106032,-58,-9
106033,-60,-11
106034,-63,-14
106035,29,-2
106036,32,25
106037,31,25
106038,31,28
106039,-63,-14
106040,33,30
106041,32,28
106042,-7,-56
106043,-20,-69
106044,22,30
106045,-10,-59
106046,-61,-12
106047,33,32
106048,31,28
106049,-63,-14
106050,31,21
106051,33,18
106052,28,27
106053,-60,-11
106054,-68,-19
106055,33,22
106056,-69,-20
106057,-62,-13
106058,-57,-8
106059,-67,-18
106060,-63,-14
106061,30,31
106062,-59,-10
106063,32,30
106064,-61,-12
106065,-64,-15
106066,28,13
106067,-70,-21
106068,32,9
106069,-59,-10
106070,29,24
106071,-7,-56
106072,31,31
106073,-15,-64
106074,-65,-16
106075,30,30
106076,-63,-14
106077,29,29
106078,-5,-54
106079,30,27
106080,25,20
106081,31,27
106082,30,22
106083,31,12
106084,-69,-20
106085,33,29
106086,31,18
106087,-9,-58
106088,31,31
106089,-16,-65
106090,30,28
106091,-61,-12
106092,-60,-11
106093,31,24
106094,28,27
106095,-62,-13
106096,28,25
106097,-62,-13
106098,25,23
106099,31,24
106100,32,26
106101,-61,-12
106102,-7,-56
106103,32,17
106104,-6,-55
106105,-63,-14
106106,-63,-14
106107,30,30
106108,28,29
106109,-6,-55
106110,-57,-8
106111,25,25
106112,-61,-12
106113,33,31
106114,25,31
106115,26,30
106116,-63,-14
106117,29,23
106118,25,25
106119,30,29
106120,31,22
106121,33,3
106122,-62,-13
106123,27,19
106124,-65,-16
106125,25,22
106126,32,25
106127,31,29
106128,28,31
106129,-61,-12
106130,31,22
106131,-61,-12
106132,30,28
106133,32,31
106134,-8,-57
106135,33,23
106136,28,29
106137,-58,-9
106138,33,19
106139,-70,-21
106140,-60,-11
106141,-69,-20
106142,-60,-11
106143,30,29
106144,-70,-21
106145,-61,-12
106146,29,29
106147,32,24
106148,-60,-11
106149,33,4
106150,32,-68
106151,33,1
106152,24,22
106153,-60,-11
106154,-14,-63
106155,-61,-12
106156,33,17
106157,-61,-12
106158,31,14
106159,33,28
106160,24,29
106161,-18,-67
106162,28,26
106163,32,19
106164,-60,-11
106165,26,26
106166,25,31
106167,-15,-64
106168,-17,-66
106169,-58,-9
106170,-64,-15
106171,-63,-14
106172,-63,-14
106173,-7,-56
106174,29,28
106175,32,-89
106176,27,28
106177,27,27
106178,-15,-64
106179,32,-103
106180,-8,-57
106181,-64,-15
106182,30,15
106183,-60,-11
106184,-72,32
106185,-66,-17
106186,-65,-16
106187,-66,-17
106188,-63,-14
106189,30,23
106190,-69,-20
106191,29,21
106192,-60,-11
106193,30,26
106194,-11,-60
106195,-59,-10
106196,-8,-57
106197,31,-74
106198,30,-70
106199,-69,31
106200,30,26
106201,-66,-17
106202,-62,-13
106203,-65,-16
106204,27,23
106205,-57,-8
106206,28,25
106207,30,29
106208,-61,-12
106209,33,4
106210,32,31
106211,-7,-56
106212,29,14
106213,-65,-16
106214,26,4
106215,33,20
106216,-58,-9
106217,-62,-13
106218,-63,-14
106219,33,28
106220,-61,-12
106221,30,31
106222,32,29
106223,30,28
106224,31,-20
106225,18,31
106226,-65,-16
106227,32,-97
106228,30,25
106229,-60,-11
106230,-20,-69
106231,30,-4
106232,-9,-58
106233,-61,-12
106234,-60,-11
106235,30,29
106236,-15,-64
106237,32,26
106238,-6,-55
106239,-64,-15
106240,28,23
106241,-68,-19
106242,31,32
106243,-66,-17
106244,-9,-58
106245,28,28
106246,27,-77
106247,-62,-13
106248,30,16
106249,-64,-15
106250,32,33
106251,32,4
106252,-6,-55
106253,-66,-17
106254,32,30
106255,29,29
106256,33,28
106257,-61,-12
106258,-60,-11
106259,29,33
106260,30,20
106261,-6,-55
106262,33,33
106263,-57,-8
106264,-71,31
106265,-57,-8
106266,32,29
106267,33,25
106268,31,28
106269,-6,-55
106270,31,30
106271,-60,-11
106272,33,16
106273,30,17
106274,29,27
106275,23,22
106276,32,28
106277,-8,-57
106278,-5,-54
106279,-14,-63
106280,-62,-13
106281,-65,-16
106282,30,28
106283,-66,-17
106284,31,27
106285,31,25
106286,33,-103
106287,33,33
106288,29,26
106289,27,30
106290,-63,-14
106291,30,23
106292,31,19
106293,-58,-9
106294,-60,-11
106295,-72,29
106296,27,27
106297,31,27
106298,-63,-14
106299,31,32
106300,27,31
106301,33,33
106302,-12,-61
106303,-6,-55
106304,31,27
106305,-60,-60
106306,30,31
106307,27,30
106308,25,33
106309,29,30
106310,31,29
106311,29,29
106312,31,24
106313,31,25
106314,-63,-14
106315,-64,-15
106316,-61,-12
106317,-65,-16
106318,-64,-15
106319,31,28
106320,32,32
106321,27,33
106322,-59,-10
106323,30,28
106324,-8,-57
106325,28,29
106326,-65,-16
106327,27,33
106328,-66,-17
106329,29,25
106330,26,31
106331,-61,-12
106332,-63,-14
106333,-57,-8
106334,-5,-54
106335,-60,-11
106336,-78,28
106337,-5,-54
106338,30,31
106339,30,30
106340,-59,-10
106341,-63,-14
106342,32,29
106343,-64,-15
106344,6,30
106345,-64,-15
106346,32,28
106347,25,29
106348,-59,-10
106349,31,32
106350,32,30
106351,29,30
106352,-67,-18
106353,30,28
106354,33,32
106355,30,30
106356,-6,-55
106357,-14,-63
106358,24,29
106359,-14,-63
106360,31,31
106361,33,25
106362,-8,-57
106363,-65,-16
106364,29,29
106365,-66,-17
106366,-64,-15
106367,32,28
106368,32,28
106369,28,31
106370,-63,-14
106371,33,31
106372,-13,-62
106373,29,30
106374,26,22
106375,-6,-55
106376,26,33
106377,-63,-14
106378,-9,-58
106379,-9,-58
106380,-64,-15
106381,29,27
106382,27,28
106383,26,30
106384,32,32
106385,29,31
106386,-63,-14
106387,29,32
106388,25,33
106389,31,31
106390,24,29
106391,24,28
106392,32,16
106393,-6,-55
106394,29,32
106395,33,33
106396,30,23
106397,30,31
106398,-58,-9
106399,32,33
106400,-5,-54
106401,29,33
106402,-64,-15
106403,29,26
106404,32,28
106405,-5,-54
106406,31,25
106407,33,29
106408,-67,-18
106409,-66,-17
106410,-10,-59
106411,-60,-11
106412,25,30
106413,-62,-13
106414,-63,-14
106415,29,31
106416,27,29
106417,-61,-12
106418,-61,-12
106419,28,31
106420,-9,-58
106421,-59,-10
106422,30,30
106423,-63,-14
106424,-7,-56
106425,-9,-58
106426,33,31
106427,33,30
106428,30,32
106429,31,31
106430,27,31
106431,25,27
106432,29,28
106433,31,31
106434,30,33
106435,24,33
106436,-5,-54
106437,-9,-58
106438,-10,-59
106439,30,33
106440,-7,-56
106441,-67,-18
106442,-64,-15
106443,-69,-20
106444,29,29
106445,-54,-5
106446,-61,-12
106447,-9,-58
106448,-6,-55
106449,-60,-11
106450,-8,-57
106451,29,29
106452,-8,-57
106453,32,29
106454,-63,-14
106455,29,30
106456,-63,-14
106457,-57,-8
106458,26,27
106459,-59,-10
106460,28,29
106461,30,31
106462,27,30
106463,27,32
106464,-63,-14
106465,-61,-12
106466,-8,-57
106467,30,30
106468,-4,-53
106469,-68,33
106470,31,30
106471,29,22
106472,-6,-55
106473,33,31
106474,29,31
106475,-64,-15
106476,-66,-17
106477,-61,-12
106478,-4,-53
106479,29,31
106480,-64,-15
106481,-5,-54
106482,-60,-11
106483,31,32
106484,33,31
106485,32,31
106486,-5,-54
106487,-60,-11
106488,30,30
106489,27,28
106490,29,30
106491,-69,-20
106492,-57,-57
106493,31,26
106494,33,32
106495,-6,-55
106496,20,33
106497,-62,-13
106498,31,31
106499,-62,-13
106500,-8,-57
106501,-8,-57
106502,-9,-58
106503,26,29
106504,29,25
106505,-58,-9
106506,-7,-56
106507,29,31
106508,-68,-19
106509,28,32
106510,-9,-58
106511,-6,-55
106512,30,31
106513,-61,-12
106514,28,27
106515,31,29
106516,30,33
106517,30,32
106518,29,31
106519,-60,-11
106520,28,32
106521,31,30
106522,31,31
106523,31,31
106524,-21,-70
106525,-61,-12
106526,30,31
106527,-8,-57
106528,-8,-57
106529,-66,-17
106530,30,28
106531,-59,-10
106532,32,28
106533,32,23
106534,33,29
106535,-14,-63
106536,31,27
106537,33,33
106538,30,31
106539,-57,-8
106540,-5,-54
106541,31,29
106542,30,28
106543,-62,-13
106544,-16,-65
106545,31,29
106546,27,30
106547,29,30
106548,32,33
106549,29,28
106550,29,31
106551,-60,-11
106552,-65,-16
106553,31,32
106554,28,30
106555,-61,-12
106556,31,30
106557,-58,-9
106558,-62,-13
106559,30,25
106560,-10,-59
106561,29,33
106562,31,32
106563,33,30
106564,-7,-56
106565,29,31
106566,33,29
106567,32,33
106568,29,33
106569,33,31
106570,-68,-19
106571,28,26
106572,-11,-60
106573,33,31
106574,28,29
106575,-62,-13
106576,32,26
106577,30,25
106578,29,32
106579,31,31
106580,-12,-61
106581,33,31
106582,29,28
106583,24,27
106584,33,28
106585,33,29
106586,-60,-11
106587,29,33
106588,26,31
106589,-59,-10
106590,31,32
106591,-60,-11
106592,-60,-11
106593,32,28
106594,30,25
106595,-4,-53
106596,29,32
106597,32,30
106598,-62,-13
106599,-64,-15
106600,32,31
106601,-58,-9
106602,-65,-16
106603,33,31
106604,31,28
106605,-7,-56
106606,-6,-55
106607,-7,-56
106608,25,29
106609,-57,-8
106610,31,28
106611,-63,-14
106612,29,28
106613,29,29
106614,27,31
106615,-63,-14
106616,32,31
106617,-59,-10
106618,33,28
106619,28,25
106620,-65,-16
106621,32,22
106622,-9,-58
106623,28,30
106624,33,33
106625,-59,-10
106626,-59,-10
106627,31,33
106628,33,32
106629,26,27
106630,-66,-17
106631,22,32
106632,30,31
106633,-4,-53
106634,-61,-12
106635,-68,-19
106636,-6,-55
106637,26,23
106638,31,31
106639,-62,-13
106640,-66,-17
106641,-4,-53
106642,20,30
106643,-61,-12
106644,-5,-54
106645,-60,-11
106646,-61,-12
106647,28,31
106648,28,33
106649,33,30
106650,30,31
106651,32,29
106652,29,29
106653,-58,-9
106654,-10,-59
106655,-63,-14
106656,29,31
106657,-6,-55
106658,29,25
106659,29,18
106660,32,28
106661,30,27
106662,-61,-12
106663,-60,-11
106664,31,27
106665,33,30
106666,-5,-54
106667,-60,-11
106668,-63,-14
106669,30,30
106670,30,31
106671,31,25
106672,-60,-11
106673,31,33
106674,-60,-11
106675,-5,-54
106676,-63,-14
106677,27,33
106678,31,29
106679,30,29
106680,-65,-16
106681,31,28
106682,31,31
106683,33,31
106684,-8,-57
106685,31,28
106686,-7,-56
106687,-59,-10
106688,27,31
106689,31,29
106690,-62,-13
106691,29,32
106692,-60,-11
106693,28,33
106694,30,33
106695,-7,-56
106696,-5,-54
106697,30,30
106698,-7,-56
106699,25,32
106700,-62,-13
106701,31,31
106702,33,22
106703,-57,-8
106704,-7,-56
106705,-65,-16
106706,-65,-16
106707,31,33
106708,29,28
106709,-66,-17
106710,-64,-15
106711,-7,-56
106712,32,29
106713,31,30
106714,-60,-60
106715,25,33
106716,-58,-9
106717,-5,-54
106718,33,31
106719,-63,-14
106720,25,32
106721,33,31
106722,32,29
106723,33,30
106724,30,30
106725,-62,-13
106726,31,29
106727,-63,-14
106728,-59,-10
106729,-65,-16
106730,-67,-18
106731,29,29
106732,-7,-56
106733,-4,-53
106734,-7,-56
106735,31,29
106736,30,30
106737,33,31
106738,32,20
106739,31,28
106740,-63,-14
106741,-61,-12
106742,-58,-9
106743,-63,-14
106744,-4,-53
106745,31,29
106746,-63,-14
106747,32,28
106748,28,32
106749,-63,-14
106750,28,30
106751,24,32
106752,-62,-13
106753,-9,-58
106754,-61,-12
106755,27,30
106756,33,31
106757,28,33
106758,30,28
106759,30,28
106760,27,33
106761,30,33
106762,-12,-61
106763,33,31
106764,27,32
106765,31,29
106766,-68,-19
106767,27,29
106768,-4,-53
106769,-61,-12
106770,29,30
106771,33,28
106772,30,32
106773,-5,-54
106774,33,31
106775,31,31
106776,33,27
106777,33,30
106778,-10,-59
106779,-65,-16
106780,-60,-11
106781,-64,-15
106782,-58,-9
106783,-10,-59
106784,-4,-53
106785,-9,-58
106786,27,32
106787,-62,-13
106788,-65,-16
106789,31,29
106790,-64,-15
106791,32,31
106792,-64,-15
106793,-59,-10
106794,-7,-56
106795,29,33
106796,-67,-18
106797,-61,-12
106798,33,24
106799,29,29
106800,-9,-58
106801,-15,-64
106802,-10,-59
106803,28,32
106804,-59,-10
106805,-57,-8
106806,-70,-21
106807,27,31
106808,-63,-14
106809,-63,-14
106810,33,31
106811,-57,-8
106812,33,31
106813,-4,-53
106814,-4,-53
106815,32,31
106816,-62,-13
106817,26,31
106818,31,28
106819,33,28
106820,30,21
106821,30,32
106822,-17,-66
106823,31,33
106824,-59,-10
106825,33,32
106826,-7,-56
106827,31,33
106828,-60,-11
106829,29,25
106830,23,27
106831,-63,-14
106832,32,28
106833,-60,-11
106834,31,30
106835,-59,-10
106836,31,32
106837,-62,-13
106838,-5,-54
106839,-63,-14
106840,-59,-10
106841,-6,-55
106842,-9,-58
106843,32,33
106844,30,27
106845,29,28
106846,31,23
106847,-64,-15
106848,-63,-14
106849,29,32
106850,31,31
106851,30,30
106852,-7,-56
106853,-62,-13
106854,-63,-14
106855,27,28
106856,31,30
106857,31,31
106858,31,30
106859,-5,-54
106860,-60,-11
106861,-62,-13
106862,31,32
106863,29,27
106864,27,27
106865,-66,-17
106866,33,30
106867,-60,-11
106868,-7,-56
106869,-59,-10
106870,-61,-12
106871,-4,-53
106872,-65,-16
106873,-5,-54
106874,-14,-63
106875,33,27
106876,-15,-64
106877,31,16
106878,27,30
106879,29,33
106880,-64,-15
106881,30,33
106882,33,27
106883,-65,-16
106884,33,33
106885,-60,-11
106886,31,28
106887,-11,-60
106888,33,29
106889,32,31
106890,29,27
106891,-68,-19
106892,-63,-14
106893,-4,-53
106894,32,26
106895,25,27
106896,29,31
106897,30,26
106898,33,28
106899,-64,-15
106900,31,22
106901,-7,-56
106902,-6,-55
106903,-70,-21
106904,-67,-18
106905,-64,-15
106906,-58,-9
106907,-6,-55
106908,-58,-9
106909,27,30
106910,-62,-13
106911,33,27
106912,30,32
106913,-61,-12
106914,32,25
106915,32,26
106916,29,28
106917,-5,-54
106918,-63,-14
106919,31,28
106920,-64,-15
106921,28,28
106922,33,30
106923,23,33
106924,-65,-16
106925,-64,-15
106926,31,27
106927,-66,-17
106928,28,33
106929,-65,-16
106930,-58,-9
106931,32,26
106932,-7,-56
106933,-4,-53
106934,-69,33
106935,24,29
106936,-58,-9
106937,33,31
106938,-60,-11
106939,31,32
106940,31,30
106941,32,30
106942,30,26
106943,28,30
106944,32,31
106945,32,31
106946,28,23
106947,27,29
106948,-5,-54
106949,30,31
106950,-8,-57
106951,-63,-14
106952,-62,-13
106953,-59,-10
106954,-11,-60
106955,32,31
106956,-10,-59
106957,30,30
106958,32,33
106959,-61,-12
106960,31,33
106961,33,33
106962,-5,-54
106963,31,28
106964,33,28
106965,31,29
106966,26,32
106967,-60,-11
106968,-61,-12
106969,32,27
106970,-65,-16
106971,29,26
106972,-9,-58
106973,27,32
106974,27,31
106975,32,28
106976,33,26
106977,29,21
106978,-63,-14
106979,31,27
106980,-9,-58
106981,28,24
106982,-60,-11
106983,31,28
106984,27,32
106985,30,22
106986,31,31
106987,-66,-17
106988,-66,-17
106989,-64,-15
106990,27,33
106991,33,31
106992,32,31
106993,-9,-58
106994,-8,-57
106995,32,32
106996,30,32
106997,-65,-16
106998,30,31
106999,27,31
107000,-67,-18
107001,-58,-9
107002,-62,-13
107003,-65,-16
107004,-11,-60
107005,31,32
107006,-57,-8
107007,-9,-58
107008,29,23
107009,-60,-11
107010,32,27
107011,31,31
107012,26,28
107013,29,24
107014,33,29
107015,31,30
107016,32,28
107017,30,30
107018,31,29
107019,28,33
107020,25,29
107021,33,31
107022,26,18
107023,-12,-61
107024,29,28
107025,-63,-14
107026,29,32
107027,-61,-12
107028,30,29
107029,-64,-15
107030,26,26
107031,33,28
107032,-62,-13
107033,-61,-12
107034,28,31
107035,26,26
107036,-14,-63
107037,33,31
107038,28,30
107039,26,32
107040,25,26
107041,-63,-14
107042,-64,-15
107043,29,32
107044,32,26
107045,-65,-16
107046,-67,-18
107047,28,30
107048,31,33
107049,29,32
107050,33,30
107051,26,25
107052,33,29
107053,-62,-13
107054,-73,-24
107055,30,29
107056,27,26
107057,33,31
107058,29,29
107059,-4,-53
107060,-6,-55
107061,-64,-15
107062,31,32
107063,28,33
107064,32,30
107065,-68,-19
107066,28,27
107067,30,27
107068,-63,-14
107069,-4,-53
107070,31,28
107071,-61,-12
107072,-60,-11
107073,-57,-8
107074,-6,-55
107075,31,30
107076,31,33
107077,30,32
107078,29,31
107079,-14,-63
107080,32,28
107081,-6,-55
107082,27,32
107083,-4,-53
107084,-60,-11
107085,-61,-12
107086,31,29
107087,29,33
107088,33,30
107089,33,28
107090,30,31
107091,29,29
107092,33,31
107093,26,30
107094,30,31
107095,-61,-12
107096,32,31
107097,-11,-60
107098,29,31
107099,33,31
107100,-4,-53
107101,31,29
107102,-60,-11
107103,31,31
107104,-61,-12
107105,30,31
107106,-6,-55
107107,-6,-55
107108,-62,-13
107109,28,30
107110,-4,-53
107111,29,28
107112,-64,-15
107113,31,32
107114,-58,-58
107115,32,32
107116,29,27
107117,-6,-55
107118,30,29
107119,33,26
107120,-64,-15
107121,-7,-56
107122,31,32
107123,32,26
107124,29,31
107125,26,33
107126,-4,-53
107127,-61,-12
107128,29,31
107129,30,33
107130,29,33
107131,-60,-11
107132,33,27
107133,28,33
107134,32,26
107135,30,33
107136,27,30
107137,32,29
107138,-4,-53
107139,32,31
107140,-5,-54
107141,29,29
107142,-63,-14
107143,-61,-12
107144,29,27
107145,28,29
107146,28,33
107147,-60,-11
107148,29,31
107149,-59,-10
107150,33,31
107151,31,33
107152,-60,-11
107153,31,33
107154,-62,-13
107155,-6,-55
107156,-64,-15
107157,24,31
107158,29,33
107159,-62,-13
107160,30,31
107161,-7,-56
107162,32,32
107163,31,33
107164,-60,-11
107165,-67,-18
107166,33,33
107167,29,31
107168,-7,-56
107169,-5,-54
107170,-61,-12
107171,-64,-15
107172,31,32
107173,31,29
107174,26,31
107175,31,33
107176,31,33
107177,31,31
107178,-68,-19
107179,29,33
107180,30,31
107181,-59,-10
107182,-58,-9
107183,29,25
107184,32,30
107185,30,31
107186,-62,-13
107187,28,33
107188,-11,-60
107189,-61,-12
107190,-13,-62
107191,-7,-56
107192,-7,-56
107193,32,27
107194,31,32
107195,-6,-55
107196,-62,-13
107197,33,31
107198,32,29
107199,31,30
107200,32,30
107201,-62,-13
107202,-4,-53
107203,-63,-14
107204,-14,-63
107205,-58,-9
107206,30,19
107207,-59,-10
107208,31,22
107209,-61,-12
107210,31,20
107211,-63,-14
107212,-64,-15
107213,33,31
107214,29,32
107215,28,29
107216,-66,-17
107217,27,32
107218,-63,-14
107219,-13,-62
107220,-63,-14
107221,-65,-16
107222,-62,-13
107223,31,27
107224,33,18
107225,32,31
107226,-60,-11
107227,28,31
